,Anhui,Beijing,Chongqing,Fujian,Gansu,Guangdong,Guangxi,Guizhou,Hainan,Hebei,Heilongjiang,Henan,Hong Kong,Hubei,Hunan,Inner Mongolia,Jiangsu,Jiangxi,Jilin,Liaoning,Macau,Ningxia,Qinghai,Shaanxi,Shandong,Shanghai,Shanxi,Sichuan,Tianjin,Tibet,Unknown,Xinjiang,Yunnan,Zhejiang
5/17/21,1001,1057,598,599,193,2397,275,147,188,1317,1611,1313,11825,68158,1048,384,721,937,573,422,50,76,18,606,883,2041,251,1004,388,1,9034,980,351,1356
5/18/21,1001,1057,598,599,193,2398,275,147,188,1317,1611,1313,11826,68159,1048,384,722,937,573,422,50,76,18,606,883,2050,251,1004,388,1,9050,980,351,1356
5/19/21,1001,1057,598,599,193,2399,275,147,188,1317,1611,1313,11827,68159,1048,384,722,937,573,423,50,76,18,609,883,2052,251,1005,389,1,9060,980,351,1361
5/20/21,1001,1057,598,610,193,2400,275,147,188,1317,1611,1314,11828,68159,1049,384,722,937,573,423,50,76,18,609,883,2061,251,1006,389,1,9075,980,351,1361
5/21/21,1001,1057,598,610,193,2406,275,147,188,1317,1611,1314,11829,68159,1049,384,722,937,573,424,50,76,18,609,883,2062,251,1008,389,1,9100,980,351,1361
5/22/21,1002,1058,598,612,193,2409,275,147,188,1317,1611,1314,11830,68159,1049,384,722,937,573,425,50,76,18,609,883,2066,251,1012,390,1,9122,980,352,1362
5/23/21,1002,1058,598,613,194,2412,275,147,188,1317,1612,1314,11832,68159,1050,385,723,937,573,425,50,76,18,611,883,2069,251,1015,391,1,9141,980,352,1362
5/24/21,1004,1058,598,615,194,2412,275,147,188,1317,1612,1314,11833,68159,1051,385,724,937,573,425,51,76,18,612,883,2072,253,1016,393,1,9161,980,352,1362
5/25/21,1004,1058,598,616,194,2413,275,147,188,1317,1612,1314,11835,68159,1051,385,725,937,573,425,51,76,18,613,883,2078,253,1018,393,1,9177,980,352,1363
5/26/21,1004,1059,598,617,194,2427,275,147,188,1317,1612,1314,11836,68159,1051,386,725,937,573,425,51,76,18,613,883,2079,253,1019,393,1,9188,980,352,1363
5/27/21,1004,1059,598,617,194,2428,275,147,188,1317,1612,1314,11836,68159,1051,386,726,937,573,425,51,76,18,613,883,2081,253,1022,393,1,9209,980,352,1363
5/28/21,1004,1059,598,618,194,2431,275,147,188,1317,1612,1314,11836,68159,1051,386,726,937,573,425,51,76,18,615,883,2088,253,1024,393,1,9235,980,352,1364
5/29/21,1004,1059,598,620,194,2432,275,147,188,1317,1612,1314,11837,68159,1051,387,726,937,573,425,51,76,18,616,883,2093,253,1025,393,1,9247,980,352,1364
5/30/21,1004,1059,598,621,194,2455,275,147,188,1317,1612,1315,11837,68159,1051,387,726,937,573,425,51,76,18,616,883,2095,253,1025,393,1,9269,980,352,1364
5/31/21,1004,1059,598,621,194,2468,275,147,188,1317,1612,1315,11841,68159,1051,387,727,937,573,425,51,76,18,616,883,2102,253,1027,393,1,9272,980,352,1364
6/1/21,1004,1059,598,624,194,2481,275,147,188,1317,1612,1315,11848,68159,1051,387,727,937,573,425,51,76,18,616,883,2108,253,1028,393,1,9284,980,353,1364
6/2/21,1004,1060,598,625,194,2498,275,147,188,1317,1612,1315,11848,68159,1051,387,727,937,573,425,51,76,18,616,883,2111,253,1030,393,1,9299,980,353,1364
6/3/21,1004,1061,598,625,194,2509,275,147,188,1317,1612,1315,11849,68159,1051,388,727,937,573,425,51,76,18,617,883,2116,253,1032,393,1,9313,980,355,1365
6/4/21,1004,1063,598,628,194,2525,275,147,188,1317,1612,1315,11850,68159,1051,388,727,937,573,425,51,76,18,617,883,2117,253,1033,393,1,9331,980,356,1365
6/5/21,1004,1064,598,629,194,2534,275,147,188,1317,1612,1315,11851,68159,1051,388,728,937,573,425,51,76,18,618,883,2124,253,1039,394,1,9353,980,358,1366
6/6/21,1004,1064,598,629,194,2542,275,147,188,1317,1612,1316,11858,68159,1051,388,728,937,573,426,51,76,18,618,883,2128,253,1040,394,1,9363,980,360,1368
6/7/21,1004,1065,598,631,194,2564,275,147,188,1317,1612,1316,11865,68159,1051,390,729,937,573,426,51,76,18,618,883,2130,253,1041,395,1,9381,980,361,1368
6/8/21,1004,1067,598,632,194,2573,275,147,188,1317,1612,1316,11868,68159,1051,390,729,937,573,426,51,76,18,618,883,2132,253,1043,395,1,9385,980,361,1368
6/9/21,1004,1067,598,632,194,2582,275,147,188,1317,1612,1316,11872,68159,1051,390,729,937,573,426,52,76,18,620,883,2139,253,1044,395,1,9392,980,362,1369
6/10/21,1004,1068,598,635,194,2593,275,147,188,1317,1612,1316,11874,68159,1051,390,730,937,573,426,52,76,18,620,883,2141,253,1046,395,1,9417,980,363,1370
6/11/21,1004,1069,598,636,194,2605,275,147,188,1317,1612,1316,11874,68159,1051,390,734,937,573,426,52,76,18,621,883,2149,253,1047,396,1,9438,980,369,1370
6/12/21,1004,1069,598,637,194,2618,275,147,188,1317,1612,1316,11877,68159,1051,390,735,937,573,426,52,76,18,622,883,2155,253,1050,398,1,9463,980,374,1372
6/13/21,1004,1070,598,637,194,2625,275,147,188,1317,1612,1316,11877,68159,1051,393,736,937,573,426,52,76,18,622,883,2160,253,1054,398,1,9474,980,376,1372
6/14/21,1004,1071,598,638,194,2635,275,147,188,1317,1612,1316,11878,68159,1051,393,736,937,573,426,52,76,18,622,883,2165,253,1055,398,1,9495,980,377,1373
6/15/21,1004,1071,598,638,194,2650,275,147,188,1317,1612,1316,11880,68159,1051,393,738,937,573,426,52,76,18,622,883,2168,253,1056,398,1,9519,980,377,1373
6/16/21,1004,1072,598,641,194,2657,275,147,188,1317,1612,1316,11881,68160,1051,393,739,937,573,426,52,76,18,622,883,2170,253,1057,398,1,9553,980,380,1373
6/17/21,1004,1072,598,646,194,2666,275,147,188,1317,1612,1316,11881,68160,1051,393,739,937,573,426,52,76,18,622,883,2173,253,1057,399,1,9573,980,382,1376
6/18/21,1004,1073,598,650,194,2680,275,147,188,1317,1612,1316,11884,68160,1051,393,739,937,573,426,53,76,18,624,883,2179,253,1057,399,1,9593,980,384,1377
6/19/21,1004,1073,598,651,194,2692,275,147,188,1317,1612,1316,11885,68160,1051,393,739,937,573,426,53,76,18,624,883,2182,253,1058,399,1,9632,980,388,1379
6/20/21,1004,1075,598,652,194,2699,275,147,188,1317,1612,1317,11886,68160,1051,393,740,937,573,426,53,76,18,624,883,2183,253,1059,399,1,9643,980,391,1379
6/21/21,1004,1075,598,659,194,2706,275,147,188,1317,1612,1317,11889,68160,1051,394,740,937,573,426,53,76,18,624,883,2184,253,1064,399,1,9658,980,391,1383
6/22/21,1004,1075,598,660,194,2709,275,147,188,1317,1612,1317,11896,68160,1051,394,742,937,573,426,53,76,18,624,883,2190,253,1076,399,1,9676,980,391,1383
6/23/21,1004,1075,598,661,194,2717,275,147,188,1317,1612,1317,11898,68160,1051,394,742,937,573,427,53,76,18,624,883,2190,253,1079,399,1,9685,980,394,1383
6/24/21,1004,1076,598,661,195,2723,275,147,188,1317,1612,1317,11905,68160,1052,394,742,937,573,427,53,76,18,624,883,2196,253,1084,400,1,9696,980,396,1384
6/25/21,1004,1076,598,665,195,2727,275,147,188,1317,1612,1317,11909,68160,1054,394,742,937,573,427,53,76,18,624,883,2199,253,1090,400,1,9714,980,401,1385
6/26/21,1004,1077,598,669,195,2728,275,147,188,1317,1612,1317,11911,68160,1054,394,742,937,573,427,53,76,18,624,883,2200,253,1091,401,1,9735,980,406,1385
6/27/21,1004,1079,598,672,195,2733,275,147,188,1317,1612,1317,11917,68160,1056,394,742,937,573,427,53,76,18,624,883,2201,253,1095,401,1,9754,980,411,1385
6/28/21,1006,1078,598,675,195,2736,275,147,188,1317,1612,1317,11920,68160,1056,394,742,937,573,427,54,76,18,626,883,2202,253,1097,401,1,9774,980,415,1386
6/29/21,1006,1078,598,677,195,2737,275,147,188,1317,1612,1317,11921,68162,1057,394,742,937,573,427,54,76,18,626,883,2202,253,1098,401,1,9800,980,417,1386
6/30/21,1008,1078,598,680,195,2737,275,147,188,1317,1612,1317,11923,68162,1057,394,742,937,573,427,54,76,18,627,883,2204,253,1100,401,1,9808,980,419,1386
7/1/21,1008,1078,598,685,195,2745,275,147,188,1317,1612,1317,11927,68162,1057,394,743,937,573,428,54,76,18,627,883,2207,253,1100,401,1,9823,980,419,1386
7/2/21,1008,1078,598,686,195,2748,275,147,188,1317,1612,1317,11938,68162,1061,394,743,937,573,428,54,76,18,628,883,2211,253,1106,401,1,9842,980,423,1386
7/3/21,1008,1078,598,688,195,2751,276,147,188,1317,1612,1317,11939,68162,1061,394,743,937,573,429,55,76,18,628,883,2212,253,1107,402,1,9853,980,427,1386
7/4/21,1008,1078,598,688,195,2756,276,147,188,1317,1612,1317,11942,68162,1061,394,743,937,573,429,55,76,18,629,883,2218,253,1109,402,1,9869,980,435,1386
7/5/21,1008,1078,601,689,195,2759,276,147,188,1317,1612,1317,11943,68162,1061,394,743,937,573,430,55,76,18,629,883,2222,253,1109,402,1,9881,980,446,1386
7/6/21,1008,1078,601,690,195,2764,276,147,188,1317,1612,1318,11944,68187,1061,394,744,937,573,430,55,76,18,631,883,2226,253,1110,404,1,9906,980,461,1386
7/7/21,1008,1078,601,692,195,2766,276,147,188,1317,1612,1320,11945,68187,1061,394,744,937,573,430,55,76,18,631,883,2234,253,1111,404,1,9944,980,463,1386
7/8/21,1008,1078,601,692,195,2769,276,147,188,1317,1612,1320,11948,68187,1061,394,744,937,573,430,55,76,18,631,883,2237,253,1111,404,1,9951,980,480,1386
7/9/21,1008,1078,601,692,195,2770,276,147,188,1317,1612,1320,11949,68187,1061,394,744,937,573,430,55,76,18,634,883,2243,253,1114,406,1,9973,980,491,1386
7/10/21,1008,1078,601,692,195,2770,276,147,188,1317,1612,1320,11950,68187,1061,394,744,937,573,430,55,76,18,634,883,2243,253,1114,406,1,9986,980,491,1386
7/11/21,1008,1078,601,696,195,2774,277,147,188,1317,1612,1321,11951,68187,1061,397,745,937,573,430,55,76,18,635,883,2247,253,1118,406,1,10002,980,519,1386
7/12/21,1008,1079,601,698,195,2777,277,147,188,1317,1612,1324,11951,68188,1063,397,747,937,573,430,55,76,18,636,883,2252,253,1119,407,1,10011,980,526,1386
7/13/21,1008,1079,601,699,195,2779,277,147,188,1317,1612,1324,11952,68188,1063,397,748,937,573,431,55,76,18,637,883,2257,253,1120,408,1,10030,980,537,1386
7/14/21,1008,1079,601,700,195,2791,277,147,188,1317,1612,1324,11955,68188,1063,397,748,937,573,431,55,76,18,637,883,2257,253,1121,408,1,10036,980,549,1388
7/15/21,1008,1079,601,700,195,2795,277,147,188,1317,1612,1325,11955,68188,1063,397,750,937,573,431,55,76,18,638,883,2263,253,1122,412,1,10043,980,564,1390
7/16/21,1008,1079,601,704,195,2796,277,147,188,1317,1612,1325,11956,68188,1068,397,750,937,573,431,55,76,18,640,883,2266,253,1122,412,1,10062,980,577,1392
7/17/21,1008,1083,601,708,195,2800,277,147,188,1317,1612,1325,11956,68189,1068,398,751,937,573,431,55,76,18,642,883,2267,253,1125,412,1,10073,980,589,1392
7/18/21,1008,1084,601,709,196,2808,277,147,188,1317,1612,1326,11958,68189,1068,399,751,937,573,431,55,76,18,645,883,2271,253,1125,412,1,10096,980,599,1393
7/19/21,1008,1085,601,710,196,2812,277,147,188,1317,1612,1326,11958,68192,1068,399,751,937,573,431,55,76,18,645,883,2274,253,1126,415,1,10109,980,648,1393
7/20/21,1008,1085,601,710,196,2812,277,147,188,1317,1612,1326,11965,68192,1068,399,751,937,573,431,55,76,18,645,883,2274,253,1126,415,1,10127,980,648,1393
7/21/21,1008,1085,601,711,197,2820,277,147,188,1317,1612,1326,11970,68192,1069,399,764,937,573,431,56,76,18,653,883,2278,253,1132,415,1,10149,980,678,1393
7/22/21,1008,1085,601,711,197,2834,277,147,188,1317,1612,1326,11971,68193,1069,399,776,937,573,431,56,76,18,655,883,2281,253,1134,416,1,10159,980,691,1393
7/23/21,1008,1085,601,715,197,2839,277,147,188,1317,1612,1327,11973,68194,1069,399,788,937,573,431,56,76,18,655,883,2283,253,1138,417,1,10185,980,696,1393
7/24/21,1008,1085,601,719,198,2845,277,147,188,1317,1612,1328,11975,68194,1071,401,790,937,573,432,58,76,18,655,883,2287,253,1139,418,1,10201,980,703,1393
7/25/21,1008,1086,601,724,198,2853,277,147,188,1317,1612,1330,11978,68194,1071,403,829,937,573,433,59,76,18,655,883,2287,253,1139,418,1,10211,980,721,1393
7/26/21,1008,1086,601,724,198,2866,277,147,188,1317,1612,1330,11978,68194,1071,403,863,937,573,433,59,76,18,655,883,2291,253,1140,418,1,10222,980,740,1393
7/27/21,1008,1087,601,727,199,2869,277,147,188,1317,1612,1330,11979,68195,1071,403,911,937,573,435,59,76,18,656,884,2292,253,1145,419,1,10232,980,758,1393
7/28/21,1008,1088,601,730,199,2872,277,147,188,1317,1612,1331,11980,68195,1071,403,931,937,574,435,59,76,18,656,884,2292,253,1149,419,1,10240,980,774,1393
7/29/21,1008,1089,603,733,199,2881,277,147,188,1317,1612,1331,11982,68195,1073,403,949,937,574,436,59,76,18,656,885,2299,253,1150,419,1,10252,980,795,1393
7/30/21,1008,1089,603,736,199,2882,277,147,188,1317,1612,1331,11984,68195,1079,403,968,937,574,437,59,76,18,656,885,2307,253,1151,422,1,10275,980,804,1395
7/31/21,1008,1089,603,737,199,2884,277,147,189,1317,1612,1345,11984,68196,1083,405,998,937,574,437,59,77,18,656,886,2312,253,1152,425,1,10291,980,814,1396
8/1/21,1008,1095,603,741,199,2886,277,147,189,1317,1612,1347,11987,68198,1090,408,1041,937,574,437,59,77,18,659,889,2314,253,1154,425,1,10324,980,831,1396
8/2/21,1008,1096,603,743,199,2892,277,147,189,1317,1612,1349,11990,68201,1096,408,1088,937,574,437,59,77,18,661,890,2318,253,1157,428,1,10377,980,841,1396
8/3/21,1008,1096,603,748,199,2894,277,147,189,1317,1612,1352,11994,68210,1111,408,1126,937,574,438,63,77,18,661,896,2320,254,1158,429,1,10414,980,851,1398
8/4/21,1008,1099,603,751,199,2896,277,147,189,1317,1612,1355,11996,68211,1120,408,1166,937,574,438,63,77,18,661,900,2329,254,1158,429,1,10421,980,862,1398
8/5/21,1008,1099,603,751,199,2909,277,147,190,1317,1612,1356,12002,68217,1129,409,1227,937,574,438,63,77,18,663,908,2337,254,1160,430,1,10474,980,873,1398
8/6/21,1008,1099,603,751,199,2912,277,147,190,1317,1612,1360,12004,68226,1138,409,1281,937,574,438,63,77,18,663,908,2346,254,1162,435,1,10526,980,884,1399
8/7/21,1008,1099,603,751,199,2915,277,147,190,1317,1612,1384,12011,68232,1144,409,1319,937,574,438,63,77,18,663,908,2352,254,1164,435,1,10552,980,895,1399
8/8/21,1008,1102,603,751,199,2923,277,147,190,1317,1612,1425,12013,68235,1156,410,1357,937,574,438,63,77,18,664,908,2360,254,1165,435,1,10558,980,903,1400
8/9/21,1008,1102,603,754,199,2931,277,147,190,1317,1612,1462,12015,68250,1162,410,1407,937,574,438,63,77,18,665,908,2369,254,1168,435,1,10554,980,914,1400
8/10/21,1008,1103,603,754,199,2933,277,147,190,1317,1612,1469,12019,68264,1167,410,1461,937,574,438,63,77,18,665,909,2373,254,1171,436,1,10548,980,921,1412
8/11/21,1008,1103,603,755,199,2938,280,147,190,1317,1612,1472,12020,68274,1174,410,1499,937,574,438,63,77,18,665,909,2378,254,1172,436,1,10559,980,929,1412
8/12/21,1008,1103,603,755,199,2947,287,147,190,1317,1612,1503,12025,68278,1176,410,1525,937,574,439,63,77,18,666,910,2383,254,1174,436,1,10596,980,939,1412
8/13/21,1008,1103,603,766,199,2950,287,147,190,1317,1612,1507,12030,68282,1179,410,1543,937,574,440,63,77,18,667,914,2388,254,1178,438,1,10597,980,945,1412
8/14/21,1008,1103,603,767,199,2963,287,147,190,1317,1612,1512,12032,68282,1180,410,1561,937,574,440,63,77,18,667,917,2394,254,1178,441,1,10609,980,948,1412
8/15/21,1008,1105,603,771,199,2968,287,147,190,1317,1613,1518,12033,68282,1181,410,1567,937,574,441,63,77,18,667,922,2396,255,1178,442,1,10634,980,959,1417
8/16/21,1008,1105,603,771,199,2977,289,147,190,1317,1613,1518,12036,68285,1181,410,1570,937,574,441,63,77,18,668,923,2403,255,1179,442,1,10645,980,974,1417
8/17/21,1008,1107,603,773,199,2978,289,147,190,1317,1613,1518,12039,68286,1181,410,1576,937,574,441,63,77,18,668,923,2408,255,1179,445,1,10661,980,982,1417
8/18/21,1008,1108,603,777,199,2988,289,147,190,1317,1613,1519,12042,68286,1181,411,1579,937,574,441,63,77,18,668,923,2414,255,1180,456,1,10678,980,989,1418
8/19/21,1008,1110,603,779,199,2997,289,147,190,1317,1614,1521,12047,68286,1181,411,1582,937,574,443,63,77,18,668,923,2416,255,1181,457,1,10702,980,997,1418
8/20/21,1008,1112,603,780,199,3001,289,147,190,1317,1614,1521,12049,68287,1181,412,1583,937,574,443,63,77,18,668,923,2420,255,1181,458,1,10730,980,1000,1420
8/21/21,1008,1113,603,780,199,3007,289,147,190,1317,1614,1522,12052,68289,1181,412,1584,937,574,443,63,77,18,668,923,2432,255,1182,459,1,10747,980,1007,1420
8/22/21,1008,1115,603,780,199,3012,289,147,190,1317,1614,1523,12057,68289,1181,412,1584,937,574,443,63,77,18,668,923,2436,256,1183,462,1,10766,980,1010,1421
8/23/21,1008,1115,603,782,199,3020,289,147,190,1317,1614,1524,12062,68289,1181,412,1584,937,574,443,63,77,18,669,923,2445,256,1185,463,1,10779,980,1014,1428
8/24/21,1008,1115,603,782,199,3023,289,147,190,1317,1614,1525,12069,68289,1181,412,1586,937,574,443,63,77,18,669,923,2451,256,1185,464,1,10783,980,1021,1428
8/25/21,1008,1115,603,783,199,3032,289,147,190,1317,1614,1525,12074,68289,1181,412,1586,937,574,444,63,77,18,669,923,2454,256,1185,465,1,10791,980,1031,1429
8/26/21,1008,1115,603,783,199,3040,289,147,190,1317,1615,1527,12077,68290,1181,412,1587,937,574,445,63,77,18,669,923,2462,256,1186,466,1,10806,980,1039,1429
8/27/21,1008,1115,603,784,199,3043,289,147,190,1317,1615,1528,12094,68290,1181,412,1587,937,574,446,63,77,18,669,923,2466,258,1187,466,1,10825,980,1047,1429
8/28/21,1008,1115,603,785,199,3046,289,147,190,1317,1615,1528,12100,68290,1181,412,1589,937,574,446,63,77,18,669,923,2471,258,1188,470,1,10831,980,1064,1429
8/29/21,1008,1115,603,786,199,3055,289,147,190,1317,1615,1528,12107,68290,1181,412,1589,937,574,446,63,77,18,669,924,2476,259,1188,472,1,10847,980,1067,1430
8/30/21,1008,1116,603,788,199,3059,289,147,190,1317,1615,1528,12110,68290,1181,412,1589,937,574,446,63,77,18,669,925,2480,259,1190,473,1,10867,980,1089,1430
8/31/21,1008,1117,603,789,199,3065,290,147,190,1317,1615,1528,12112,68290,1181,412,1589,937,574,446,63,77,18,669,925,2483,259,1190,475,1,10877,980,1093,1431
9/1/21,1008,1117,603,790,199,3074,290,147,190,1317,1615,1528,12113,68291,1181,412,1590,937,574,446,63,77,18,669,925,2489,259,1190,475,1,10889,980,1102,1432
9/2/21,1008,1117,603,790,199,3079,290,147,190,1317,1616,1530,12113,68291,1181,412,1590,937,574,446,63,77,18,670,925,2497,259,1191,475,1,10907,980,1111,1433
9/3/21,1008,1117,603,792,199,3083,290,147,190,1317,1616,1531,12112,68291,1181,412,1591,937,574,446,63,77,18,670,925,2505,259,1191,476,1,10925,980,1118,1437
9/4/21,1008,1118,603,792,199,3087,290,147,190,1317,1616,1531,12113,68291,1181,414,1591,937,574,446,63,77,18,670,925,2514,259,1192,478,1,10940,980,1127,1437
9/5/21,1008,1118,603,793,199,3094,291,147,190,1317,1616,1532,12121,68291,1181,414,1591,937,574,446,63,77,18,670,925,2516,259,1194,478,1,10960,980,1131,1437
9/6/21,1008,1118,603,797,199,3096,291,147,190,1317,1616,1532,12123,68291,1181,414,1591,937,574,448,63,77,18,670,926,2520,259,1194,478,1,10973,980,1153,1438
9/7/21,1008,1118,603,797,199,3100,291,147,190,1317,1616,1532,12129,68291,1181,414,1591,937,574,448,63,77,18,670,926,2526,259,1194,478,1,10980,980,1162,1438
9/8/21,1008,1118,603,799,199,3104,291,147,190,1317,1616,1532,12131,68292,1181,414,1591,937,574,448,63,77,18,670,926,2528,259,1195,478,1,10991,980,1179,1439
9/9/21,1008,1118,603,800,199,3109,292,147,190,1317,1616,1532,12133,68292,1181,414,1592,937,574,448,63,77,18,670,927,2532,259,1195,478,1,10997,980,1183,1439
9/10/21,1008,1118,603,803,199,3111,292,147,190,1317,1616,1535,12138,68292,1181,414,1592,937,574,448,63,77,18,670,927,2534,260,1196,478,1,11017,980,1196,1439
9/11/21,1008,1118,603,824,199,3117,292,147,190,1317,1616,1536,12142,68292,1181,416,1592,937,574,449,63,77,18,670,927,2537,260,1196,479,1,11033,980,1207,1439
9/12/21,1008,1118,603,846,199,3120,292,147,190,1317,1616,1536,12145,68292,1181,416,1592,937,574,449,63,77,18,671,927,2542,260,1197,479,1,11072,980,1224,1439
9/13/21,1008,1119,603,906,199,3128,292,147,190,1317,1616,1536,12146,68292,1181,416,1592,937,574,449,63,77,18,671,928,2548,260,1199,479,1,11097,980,1238,1439
9/14/21,1008,1119,603,957,199,3132,292,147,190,1317,1616,1537,12148,68292,1181,416,1592,937,574,449,63,77,18,671,928,2550,260,1199,480,1,11100,980,1251,1440
9/15/21,1008,1119,603,1005,199,3135,292,147,190,1317,1616,1537,12149,68292,1181,416,1592,937,574,449,63,77,18,671,929,2552,260,1201,480,1,11103,980,1274,1441
9/16/21,1008,1119,603,1066,199,3137,292,147,190,1317,1616,1539,12149,68292,1181,416,1592,937,574,449,63,77,18,671,929,2553,260,1201,480,1,11103,980,1291,1442
9/17/21,1008,1119,603,1097,199,3140,292,147,190,1317,1616,1539,12152,68292,1181,416,1592,937,574,450,63,77,18,671,929,2555,260,1201,480,1,11120,980,1300,1442
9/18/21,1008,1119,603,1140,199,3142,295,147,190,1317,1616,1539,12157,68295,1181,416,1592,937,574,450,63,77,18,671,929,2557,260,1204,481,1,11129,980,1309,1442
9/19/21,1008,1119,603,1169,199,3142,297,147,190,1317,1616,1539,12160,68295,1181,416,1592,937,574,450,63,77,18,671,930,2561,260,1206,481,1,11140,980,1318,1444
9/20/21,1008,1119,603,1213,199,3145,297,147,190,1317,1618,1539,12165,68295,1181,416,1595,937,574,450,63,77,18,671,930,2567,260,1206,481,1,11150,980,1330,1446
9/21/21,1008,1119,603,1228,199,3147,297,147,190,1317,1621,1539,12166,68295,1181,416,1595,937,574,450,63,77,18,671,930,2573,260,1207,481,1,11159,980,1344,1446
9/22/21,1008,1119,603,1248,199,3149,297,147,190,1317,1629,1539,12167,68297,1181,416,1595,937,574,451,63,77,18,671,930,2575,260,1207,484,1,11166,980,1349,1446
9/23/21,1008,1119,603,1264,199,3150,297,147,190,1317,1644,1539,12169,68297,1181,416,1595,937,574,451,63,77,18,671,930,2584,260,1207,484,1,11180,980,1362,1446
9/24/21,1008,1120,603,1267,199,3159,298,147,190,1317,1652,1539,12176,68298,1181,416,1595,937,574,452,65,77,18,671,930,2590,260,1207,485,1,11191,980,1369,1446
9/25/21,1008,1120,603,1272,199,3163,298,147,190,1317,1656,1540,12185,68298,1181,418,1595,937,574,452,66,77,18,671,931,2592,260,1207,485,1,11205,980,1379,1446
